Nr.,Articol,Clasa,Cod extern,Cod,Pret,UM,Stoc,PRODUCATOR,Data
crt.,,articol,,articol,vanzare,,curent,,adaugarii
4201,PANOU MOBIL BASE 3530X2000 STALP 40MM,1,9007767533179,14090,219.16,BUC,0.00,MENAT,15.05.2020
4202,PERIMETRAL W 15X8X12X15MM 3050MM BLACK MATT,1,,16574,14.00,ML,0.00,MENAT,11.04.2024
4203,PMT-S80/06 AL 7016,1,9007912547068,17110,19.60,ML,0.00,MENAT,07.08.2025
4204,T24/38 CHICAGO METALLIC 1200MM BLACK MATT,1,,16575,13.00,ML,0.00,MENAT,11.04.2024
4205,T24/38 CHICAGO METALLIC 2890 C/H 38 3600MM WHITE,1,,16576,7.60,ML,0.00,MENAT,11.04.2024
4206,T24/38 CHICAGO METALLIC 2890 C38 1200MM WHITE,1,,16577,7.60,ML,0.00,MENAT,11.04.2024
4207,T24/38 CHICAGO METALLIC 2890 C38 600MM WHITE,1,,16578,7.60,ML,0.00,MENAT,11.04.2024
4208,T24/38 CHICAGO METALLIC 3600MM BLACK MATT,1,,16579,13.00,ML,0.00,MENAT,11.04.2024
4209,T24/38 CHICAGO METALLIC 600MM BLACK MATT,1,,16580,13.00,ML,0.00,MENAT,11.04.2024
4210,TRAVERSA CLIPS S80/0.6/3000/CLIPS SBP,1,9007912547051,17109,19.60,ML,0.00,MENAT,07.08.2025
4211,TROPIC E24S8 600X600X15MM 5.76 MP,1,,16572,93.00,MP,0.00,MENAT,11.04.2024
4212, CARAMIDA BIHARIA 30 NUT-FEDER E 290X230X238,1,9007767480855,5641,6.20,Buc,434.00,META,28.03.2011
4213,CARAMIDA POROTON BH 30 CLASIC,1,9007767516769,11793,6.60,BUC,0.00,META,15.03.2017
4214,DISTANTIERE ARMATURA-20 MM,1,9007767459776,1240,0.24,Buc,1215.00,MEV,12.08.2008
4215,DISTANTIERE ARMATURA-25 MM,1,9007767463155,3244,0.27,Buc,742.00,MEV,01.08.2009
4216,DISTANTIERE ARMATURA-INEL 25 MM,1,9007767459783,2262,0.15,Buc,0.00,MEV,11.02.2009
4217,FIBRA POLYPROPILENA 600 G 18 MM,1,9007767498348,8744,23.00,Buc,0.00,MEV,28.05.2013
4218,CHIT PT LEMN MILESI ALB 50 0.500GR,1,8014885015235,10817,18.50,Buc,0.00,MILESI,25.09.2015
4219,CHIT PT LEMN MILESI CIRES 30 0.500GR,1,8014885015242,10820,18.50,Buc,0.00,MILESI,25.09.2015
4220,CHIT PT LEMN MILESI FAG 42 0.500GR,1,8014885015266,10819,18.50,Buc,0.00,MILESI,25.09.2015
4221,CHIT PT LEMN MILESI MAHON 62 0.500GR,1,8014885015297,10822,18.50,Buc,0.00,MILESI,25.09.2015
4222,CHIT PT LEMN MILESI NUC 63 0.500GR,1,8014885015334,10823,18.50,Buc,0.00,MILESI,25.09.2015
4223,CHIT PT LEMN MILESI NUC MEDIU 59 0.500GR,1,8014885015310,12999,18.50,Buc,0.00,MILESI,31.10.2018
4224,CHIT PT LEMN MILESI PIN 05 0.500GR,1,8014885015341,10818,18.50,Buc,0.00,MILESI,25.09.2015
4225,CHIT PT LEMN MILESI STEJAR 51 0.500GR,1,8014885015389,10824,18.50,Buc,0.00,MILESI,25.09.2015
4226,CHIT PT LEMN MILESI TEAK 17 0.500GR,1,8014885015402,10821,18.50,Buc,0.00,MILESI,25.09.2015
4227,IMPREGNANT MAHON 1 KG,1,9007767515083,11402,37.00,BUC,0.00,MILESI,15.06.2016
4228,IMPREGNANT MAHON 2 KG,1,9007767515090,11431,74.00,BUC,0.00,MILESI,01.07.2016
4229,IMPREGNANT TRANSPARENT 1 KG,1,9007767511603,10843,41.00,BUC,0.00,MILESI,26.09.2015
4230,LAC MILESI TRANSPARENT 1 KG,1,9007767511559,10836,76.00,Buc,4.00,MILESI,25.09.2015
4231,LAC MILESI TRANSPARENT 5KG,1,9007767516615,11735,330.00,Buc,0.00,MILESI,21.02.2017
4232,LAC REGENERARE INCOLOR XGC 33 1KG,1,9007767511818,10879,81.20,Buc,2.00,MILESI,07.10.2015
4233,LAZUR 1001 MILESI BEJ 1KG,1,90025886040940,14559,53.50,BUC,2.00,MILESI,03.04.2021
4234,LAZUR 1011 MILESI BEJ-MARO 1KG,1,90025886040939,14560,53.50,BUC,2.00,MILESI,03.04.2021
4235,LAZUR 1014 MILESI FILDES 1KG,1,90025886040941,14558,53.50,BUC,1.00,MILESI,03.04.2021
4236,LAZUR 1019 MILESI BEJ-GRI 1KG,1,9007912545828,14561,76.00,BUC,0.00,MILESI,03.04.2021
4237,LAZUR 1019 MILESI BEJ-GRI 5 KG,1,9007912541899,16135,335.00,BUC,1.00,MILESI,25.08.2023
4238,LAZUR 7002 MILESI OLIVE 1KG,1,9007912545774,14562,53.50,BUC,0.00,MILESI,03.04.2021
4239,LAZUR 7030 MILESI STONE GRI 1KG,1,9007912545743,14563,53.50,BUC,2.00,MILESI,03.04.2021
4240,LAZUR 7032 MILESI CENUSIU 1KG,1,9007912545750,14557,53.50,BUC,2.00,MILESI,03.04.2021
4241,LAZUR 7039 MILESI GRI QUART 1KG,1,9007912545781,14564,61.00,BUC,0.00,MILESI,03.04.2021
4242,LAZUR 7039 MILESI GRI QUART 5KG,1,9007912546061,15937,387.30,BUC,0.00,MILESI,27.04.2023
4243,LAZUR 8019 MILESI GRI-MARO 1KG,1,9007912545767,14565,86.50,BUC,1.00,MILESI,03.04.2021
4244,LAZUR 9002 MILESI GREY WHITE 1KG,1,9007912545798,14556,67.00,BUC,3.00,MILESI,03.04.2021
4245,LAZUR 9010 MILESI ALB PUR 1KG,1,9007912545804,14555,67.00,BUC,3.00,MILESI,03.04.2021
4246,LAZUR MILESI DOUGLAS 1 KG,1,9007767511474,10827,65.40,Buc,2.00,MILESI,25.09.2015
4247,LAZUR MILESI GORUN 1 KG,1,9007767511481,10830,66.30,Buc,1.00,MILESI,25.09.2015
4248,LAZUR MILESI GORUN 25 KG,1,9007912542315,16181,"1,350.50",BIDON,0.00,MILESI,26.09.2023
4249,LAZUR MILESI GORUN 5KG,1,9007767517025,11897,298.00,GAL,0.00,MILESI,03.05.2017
4250,LAZUR MILESI MAHON 1 KG,1,9007767511498,10833,65.40,Buc,6.00,MILESI,25.09.2015
4251,LAZUR MILESI MAHON 5 L,1,9007767512716,11024,297.60,Buc,0.00,MILESI,10.12.2015
4252,LAZUR MILESI MAHON ROSCAT 1 KG,1,9007767511504,10834,65.40,Buc,1.00,MILESI,25.09.2015
4253,LAZUR MILESI MAHON ROSCAT 5KG,1,9007767517032,11898,297.50,GAL,0.00,MILESI,03.05.2017
4254,LAZUR MILESI MIRT 1 KG,1,9007767511511,10835,65.40,Buc,0.00,MILESI,25.09.2015
4255,LAZUR MILESI MIRT 25 KG,1,9007767527505,13416,"1,350.50",BUC,0.00,MILESI,21.05.2019
4256,LAZUR MILESI MIRT 5 L,1,9007767511528,10840,298.00,BUC,0.00,MILESI,26.09.2015
4257,LAZUR MILESI NUC 1 KG,1,9007767511535,10831,65.40,Buc,1.00,MILESI,25.09.2015
4258,LAZUR MILESI NUC 5L,1,9007767517834,12008,297.50,Buc,0.00,MILESI,04.07.2017
4259,LAZUR MILESI NUC ANTIC 1 KG,1,9007767511542,10832,65.40,Buc,3.00,MILESI,25.09.2015
4260,LAZUR MILESI PIN NATUR 1 KG,1,9007767511429,10825,65.50,Buc,0.00,MILESI,25.09.2015
4261,LAZUR MILESI PIN NATUR 5 L,1,9007767524061,11811,297.50,Buc,0.00,MILESI,23.03.2017
4262,LAZUR MILESI STEJAR 1 KG,1,9007767511436,10826,65.50,Buc,12.00,MILESI,25.09.2015
4263,LAZUR MILESI STEJAR 25 KG,1,9007912546177,16987,"1,296.50",BUC,0.00,MILESI,03.06.2025
4264,LAZUR MILESI TEAK 1 KG,1,9007767511443,10828,65.50,Buc,2.00,MILESI,25.09.2015
4265,LAZUR MILESI TEAK ROSCAT 1 KG,1,9007767511450,10829,65.40,Buc,3.00,MILESI,25.09.2015
4266,LAZUR MILESI TEAK ROSCAT 5 L,1,9007767511467,10839,297.50,BUC,1.00,MILESI,26.09.2015
4267,LAZUR MILESI VERDE 1 KG,1,,16040,65.40,BUC,0.00,MILESI,20.06.2023
4268,SOLUTIE HYDRO REGENERARE XGC 35 1KG,1,9007767511801,10878,81.20,Buc,0.00,MILESI,07.10.2015
4269,FOLIE GEOTEXTIL ML 1.5M-1ML,1,9007767474847,4681,4.50,Buc,25.00,MINET,02.06.2010
4270,FOLIE GEOTEXTIL MP TERASIN NS 150(1.5X5),1,9007767525051,13076,3.00,M2,0.00,MINET,04.12.2018
4271,FOLIE GEOTEXTIL TERASIN NS 150 1.5MX100ML-150MP,1,9007912543459,16534,373.00,SUL,16.00,MINET,19.03.2024
4272,CAB-O-SIL,1,9007767527888,13479,175.00,Kg,0.00,NANO,06.06.2019
4273,NISIP 0-0.3,1,9007767536088,14489,4.00,Kg,0.00,NANO,17.02.2021
4274,RASINA EP C523 RAL 7047 26.1 KG SET,1,9007912542339,16183,"1,550.00",SET,0.00,NANO,27.09.2023
4275,RASINA MORTAR UV(A/10+B/4 KG),1,9007767523255,12842,798.00,SET,0.00,NANO,16.07.2018
4276,RASINA POLIURETANICA RAL 6029(10+4 KG),1,,10203,761.61,Buc,0.00,NANO,21.02.2015
4277,RASINA POLIURETANICA RAL 9010(10+4KG),1,9007767508849,10460,766.45,Buc,0.00,NANO,25.05.2015
4278,RINOL EP C523  RAL 7040 COMP.A/16.4KG,1,9007767532851,14060,931.00,GAL,0.00,NANO,27.04.2020
4279,RINOL EP C523 CA INTARITOR COMP.B/3.6KG PT 7040,1,9007767532868,14062,137.20,GAL,0.00,NANO,27.04.2020
4280,RINOL EP C523 INTARITOT COMP.B/3.6KG PT 7040,1,9007767536071,14488,194.00,GAL,0.00,NANO,17.02.2021
4281,RINOL EP P201 30KG,1,9007912537274,15252,"1,428.00",BIDON,0.00,NANO,15.03.2022
4282,RINOL EP201,1,9007767536064,14487,41.00,Buc,0.00,NANO,17.02.2021
4283,RINOL EPC 523 RAL 7040(A/16.4),1,331235,13798,41.00,Kg,0.00,NANO,19.11.2019
4284,PIATRA MOZAIC COMBINAT MICA-SAC 50KG+,1,9007767517889,12013,24.00,BUC,0.00,NOA,10.07.2017
4285,PIATRA MOZAIC MARE  50KG+,1,9007767481586,5785,24.00,BUC,0.00,NOA,18.04.2011
4286,PIATRA MOZAIC MICA,1,9007767481777,5821,26.00,Buc,0.00,NOA,21.04.2011
4287,PIATRA MOZAIC MIJLOCIE 8-11 50 KG+,1,9007767481760,5820,26.00,BUC,0.00,NOA,21.04.2011
4288,PIATRA MOZAICCOMBINAT-SAC 40 KG+,1,9007767474496,4635,44.50,Buc,0.00,NOA,21.05.2010
4289,COAMA INCEPUT NOVATOP GRI ANTRACIT RAL 7016,1,9007912537335,15262,30.98,BUC,1.00,NOVATOP,18.03.2022
4290,COAMA NOVATOP GRI ANTRACIT RAL 7016,1,9007912537328,15261,22.32,BUC,160.00,NOVATOP,18.03.2022
4291,COAMA NOVATOP NEGRU,1,9007912537083,15231,22.31,BUC,14.00,NOVATOP,28.02.2022
4292,COAMA RAM.3 IESIRI NOVATOP NEGRU,1,9007912537793,15322,62.84,BUC,6.00,NOVATOP,17.05.2022
4293,LATERAL NOVATOP DREAPTA GRI ANTRACIT RAL 7016,1,9007912537830,15326,24.56,BUC,37.00,NOVATOP,17.05.2022
4294,LATERAL NOVATOP DREAPTA NEGRU,1,9007912537809,15323,24.56,BUC,84.00,NOVATOP,17.05.2022
4295,LATERAL NOVATOP STANGA GRI ANTRACITE RAL 7016,1,9007912537847,15327,24.56,BUC,22.00,NOVATOP,17.05.2022
4296,LATERAL NOVATOP STANGA NEGRU,1,9007912537816,15324,24.56,BUC,80.00,NOVATOP,17.05.2022
4297,TIGLA NOVATOP GRI ANTRACITRAL 7016,1,9007912537311,15260,4.68,BUC,2860.00,NOVATOP,18.03.2022
4298,TIGLA NOVATOP NEAGRA,1,9007912537090,15230,3.80,BUC,3455.00,NOVATOP,28.02.2022
4299,ETRIER FI 8 25X25+,1,9007767504568,9667,2.30,Buc,136.00,OAM,04.08.2014
4300,FIER BETON 16 BARA 6 ML,1,9007767502694,9351,44.00,Buc,0.00,OAM,28.02.2014
4301,CLEMA FIXARE COFRAJ,1,9007767534213,14223,16.50,Buc,150.00,OBER,14.07.2020
4302,COLTAR TENCUIALA 2.8 M,1,9007767513546,11163,9.00,Buc,39.00,OBER,15.02.2016
4303,CRAVATE STALPI 15-45 CM,1,9007912544128,16660,43.40,Buc,0.00,OBER,02.08.2024
4304,DECOFROL 20L,1,9007912545880,16926,416.50,BUC,3.00,OBER,02.04.2025
4305,DISTANTIER BARA 20MMX2ML,1,9007767520230,12345,3.60,Buc,276.00,OBER,13.02.2018
4306,DISTANTIER BARA 25MMX2ML,1,9007767520247,12346,4.10,Buc,229.00,OBER,13.02.2018
4307,DISTANTIER BARA 30MMX2ML,1,9007767520261,12348,4.09,Buc,0.00,OBER,13.02.2018
4308,DISTANTIER BARA 50MMX2ML,1,9007767520278,12349,8.90,Buc,55.00,OBER,13.02.2018
4309,DISTANTIER METALIC PT COFRAJ 10CM,1,9007767534237,14225,0.77,Buc,621.00,OBER,14.07.2020
4310,DISTANTIER METALIC PT COFRAJ 15CM,1,9007767534183,14220,0.89,Buc,555.00,OBER,14.07.2020
4311,DISTANTIER METALIC PT COFRAJ 20CM,1,9007767517001,11891,0.90,Buc,400.00,OBER,26.04.2017
4312,DISTANTIER METALIC PT COFRAJ 25CM,1,9007767533537,14142,1.00,Buc,2563.00,OBER,12.06.2020
4313,DISTANTIER METALIC PT COFRAJ 35CM,1,9007767534169,14217,1.52,Buc,205.00,OBER,14.07.2020
4314,DISTANTIER METALIC PT COFRAJ 40CM,1,9007767534176,14218,1.65,Buc,113.00,OBER,14.07.2020
4315,DISTANTIER METALIC PT COFRAJ 50CM,1,9007912537977,15349,2.05,Buc,190.00,OBER,21.05.2022
4316,DISTANTIER TIP S 6 CM 200 CM,1,9007912547501,17212,5.40,Buc,0.00,OBER,23.10.2025
4317,INTINZATOR CLEMA FIXARE COFRAJ,1,9007767534220,14224,150.00,Buc,2.00,OBER,14.07.2020
4318,MONTANT ZINCAT COFRAJ 0.50M,1,9007767534190,14221,9.70,Buc,0.00,OBER,14.07.2020
4319,MONTANT ZINCAT COFRAJ 1M,1,9007767534206,14222,19.30,Buc,0.00,OBER,14.07.2020
4320,PANA FIXARE MONTANT COFRAJ,1,9007767533544,14143,1.36,Buc,40.00,OBER,12.06.2020
4321,PANOU LANA IRU-PU 500X1000,1,9007912544272,16679,74.00,Buc,0.00,OBER,03.09.2024
4322,PANOU LANA IRU-PU 500X1500,1,9007912544265,16678,111.00,Buc,0.00,OBER,03.09.2024
4323,PANOU LANA IRU-PU 500X2500,1,9007767535159,14337,185.00,Buc,0.00,OBER,14.10.2020
4324,PANOU LANA IRU-PU 500X3000,1,9007767535166,14338,248.70,Buc,0.00,OBER,14.10.2020
4325,CAPAC CAMIN NEGRU 500X500,1,9007912538004,15353,143.80,Buc,1.00,OLIMP,23.05.2022
4326,CAPAC CAMIN NEGRU 600X600,1,9007767500096,9011,212.50,Buc,0.00,OLIMP,30.09.2013
4327,CAPAC CAMIN NEGRU 800X800-2 USI,1,9007767500270,9036,424.00,Buc,2.00,OLIMP,03.10.2013
4328,CORNIER 20X20X3MM  6ML,1,9007767515342,11481,32.00,Buc,0.00,OLIMP,04.08.2016
4329,CORNIER 25X25X3MM 6ML,1,9007767509204,10530,43.00,Buc,0.00,OLIMP,15.06.2015
4330,CORNIER 30X30X3MM 6ML,1,9007767506234,9897,52.30,BUC,0.00,OLIMP,09.01.2015
4331,CORNIER 40X40X3MM 6ML,1,9007767509839,10126,70.00,Buc,0.00,OLIMP,12.02.2015
4332,CORNIER 40X40X4MM 6 ML,1,9007767495125,8280,89.00,Buc,0.00,OLIMP,29.10.2012
4333,GLAF ZN 0.5,1,9007912544234,16672,53.00,MP,0.00,OLIMP,28.08.2024
4334,OTEL ROTUND 12 6ML,1,9007912539216,15737,42.50,BUC,0.00,OLIMP,03.11.2022
4335,OTEL ROTUND 16 6ML,1,9007767533674,14161,41.00,BUC,0.00,OLIMP,18.06.2020
4336,OTEL ROTUND 18 6ML,1,9007912541509,16094,79.00,BUC,0.00,OLIMP,14.07.2023
4337,OTEL ROTUND 20 6ML,1,9007767523354,12853,90.00,Buc,0.00,OLIMP,19.07.2018
4338,OTEL ROTUND 22 6ML,1,9007767536835,14612,99.00,BUC,0.00,OLIMP,23.04.2021
4339,PLATBANDA 20X10 6 ML,1,9007912540236,15945,75.00,Buc,0.00,OLIMP,09.05.2023
4340,PLATBANDA 25X10 6ML,1,9007912540229,15944,90.00,Buc,0.00,OLIMP,09.05.2023
4341,PLATBANDA 30X4 6 ML,1,9007767519623,12175,45.00,Buc,0.00,OLIMP,16.11.2017
4342,PLATBANDA 40X3 6 ML,1,9007912539971,11912,34.00,Buc,0.00,OLIMP,17.05.2017
4343,PLATBANDA 50X4 6ML,1,9007767519906,11771,53.00,Buc,0.00,OLIMP,07.03.2017
4344,PLATBANDA 60X10 6ML,1,9007912540243,15946,216.50,Buc,0.00,OLIMP,09.05.2023
4345,PLATBANDA 60X5 6ML,1,9007767529844,13713,60.50,Buc,0.00,OLIMP,09.10.2019
4346,PLATBANDA 70X5 6ML,1,9007767532134,13951,72.00,Buc,0.00,OLIMP,04.03.2020
4347,PLATBANDA 80X10 6ML,1,9007912542193,16167,218.00,BUC,0.00,OLIMP,15.09.2023
4348,TABLA CUTATA ZN H20 0.6X1140x2500,1,9007912547297,17147,148.00,Buc,0.00,OLIMP,15.09.2025
4349,TABLA CUTATA ZN H20 0.7X1140X2M,1,9007912547396,17179,137.00,BUC,0.00,OLIMP,03.10.2025
4350,TABLA DECAPATA 0.8X1000X2000,1,9007912541875,16130,90.00,BUC,0.00,OLIMP,10.08.2023
4351,TABLA DECAPATA 3.0X1000X2000 DC01,1,9007912543718,16606,342.00,Buc,0.00,OLIMP,09.05.2024
4352,TABLA NEAGRA 1000X2000X1.5MM,1,9007767514857,11399,184.00,Buc,0.00,OLIMP,10.06.2016
4353,TABLA NEAGRA 2000X1000X2 MM,1,9007767518510,12078,265.00,BUC,0.00,OLIMP,13.09.2017
4354,TABLA NEAGRA 5X1000X2000,1,9007767527451,13411,458.00,BUC,0.00,OLIMP,16.05.2019
4355,TABLA NEAGRA 6.0X1000X2000,1,9007912543398,16461,557.00,Buc,0.00,OLIMP,27.02.2024
4356,TABLA NEAGRA 6.0X1500X3000,1,9007912544197,16667,"1,350.00",BUC,0.00,OLIMP,22.08.2024
4357,TABLA NEAGRA STRIATA 3MMX1000X2000,1,9007912545484,16836,391.00,BUC,0.00,OLIMP,11.12.2024
4358,TABLA ZINCATA 0.5X1000X2000,1,9007767518237,11878,76.00,BUC,0.00,OLIMP,19.04.2017
4359,TABLA ZINCATA 0.8X1000X2000,1,9007767517773,12002,117.90,Buc,0.00,OLIMP,28.06.2017
4360,TEAVA NEAGRA 2 1/2 ''X3 (76.1) 6ML,1,9007767519579,12171,198.00,Buc,0.00,OLIMP,13.11.2017
4361,TEAVA PATRATA 100X100X4MM 6ML,1,9007767518749,12099,390.00,Buc,0.00,OLIMP,27.09.2017
4362,TEAVA PATRATA 30X30X2MM 6ML,1,9007767508719,10440,60.00,Buc,0.00,OLIMP,12.05.2015
4363,TEAVA PATRATA 30X30X3MM 6ML,1,9007767510118,10652,84.00,BUC,0.00,OLIMP,29.07.2015
4364,TEAVA PATRATA 40X20X2 6ML,1,9007767535838,14429,58.00,Buc,0.00,OLIMP,20.01.2021
4365,TEAVA PATRATA 40X40X1.5MM 6ML,1,9007767521428,12518,73.20,Buc,0.00,OLIMP,14.03.2018
4366,TEAVA RECT. 40X30X2 6ML,1,9007767535821,14428,70.70,Buc,0.00,OLIMP,20.01.2021
4367,TEAVA RECT.30X20X2MM 6ML,1,9007767506159,9893,48.50,Buc,0.00,OLIMP,05.01.2015
4368,TEAVA RECT.40X20X1.5MM 6ML,1,9007767524207,12961,55.00,BUC,0.00,OLIMP,10.10.2018
4369,TEAVA RECT.40X20X2MM 6ML,1,9007767510439,10701,62.40,Buc,0.00,OLIMP,26.08.2015
4370,TEAVA RECT.50X30X3MM 6ML,1,9007767515335,11480,120.00,Buc,0.00,OLIMP,04.08.2016
4371,TEAVA ROTUNDA 1/2''X2(21.3) 6ML,1,9007767532745,14030,35.00,BUC,0.00,OLIMP,09.04.2020
4372,TEAVA ROTUNDA 2''X2(60.3) 6ML,1,9007767523552,12875,102.00,Buc,0.00,OLIMP,30.07.2018
4373,TEAVA ROTUNDA 3''X3 88.9 6ML,1,9007912544012,16645,232.00,BUC,0.00,OLIMP,05.07.2024
4374,TEAVA ZINCATA  1 1/2'' X 3.2 (48.3) 6ML,1,9007767522630,12077,185.00,Buc,0.00,OLIMP,13.09.2017
4375,TIGLA METALICA VENETIA 350 D-MATT8017,1,9007767525174,13089,81.15,M2,0.00,OLIMP,12.12.2018
4376,COAMA STANDARD ONDUVILLA 3 TONURI ROSU,1,9007767481609,5791,32.42,Buc,2.00,ONDULINE,20.04.2011
4377,COAMA STANDARD ONDUVILLA TERACOTA,1,9007767492292,7824,29.03,Buc,0.00,ONDULINE,31.07.2012
4378,CUIE ONDULINE BASE NEGRE,1,9007767486963,6771,0.19,Buc,62.00,ONDULINE,10.11.2011
4379,CUIE ONDUVILLA TERACOTA,1,9007767492285,7823,0.24,Buc,0.00,ONDULINE,31.07.2012
4380,ELEMENT DE COAMA ONDUVILLA 3 TONURI ROSU,1,9007767497686,5818,21.50,Buc,0.00,ONDULINE,20.04.2011
4381,ELEMENT DE ETANSEIZARE COAMA ONDUVILLA 3 TONURI ROSU,1,9007767491219,7648,19.50,Buc,0.00,ONDULINE,31.05.2012
4382,ELEMENT DE INCHIDERE COAMA 3 TONURI ROSU,1,9007767499031,8864,24.00,Buc,0.00,ONDULINE,23.07.2013
4383,FOLIE DIFUZIE MANSARDA 95 GR 3 STATURI-ML,1,9007767504742,9691,6.80,ML,46.00,ONDULINE,20.08.2014
4384,FOLIE MANSARDA GRI ONDULINE 75 MP/SUL,1,9007767504667,9683,156.00,Buc,25.00,ONDULINE,13.08.2014
4385,INCHIDERE LATERALA ONDUVILLA 3 TONURI ROSU,1,9007767491226,7649,19.50,Buc,0.00,ONDULINE,31.05.2012
4386,INCHIDERE LATERALA ONDUVILLA FIORENTINO,1,9007767498393,8753,25.16,Buc,0.00,ONDULINE,03.06.2013
4387,LUMINATOR MANSARDA,1,9007767504445,9645,241.94,Buc,0.00,ONDULINE,26.07.2014
4388,MEMBRANA CAUCIU DRENAJ CU GEOTEXTIL 600G,1,9007767497709,8647,29.03,ML,20.00,ONDULINE,15.04.2013
4389,ONDUBAND ALUMINIU 30CMX10 M,1,3467670012936,6450,131.00,Buc,1.00,ONDULINE,19.09.2011
4390,ONDUBAND EASY ALUMINIU 5MMX3 M,1,9007767505640,9829,17.29,Buc,0.00,ONDULINE,20.10.2014
4391,ONDUBAND EASY ROSU BRICK  10CMX3 M,1,3467670012653,8305,29.00,BUC,0.00,ONDULINE,02.11.2012
4392,ONDUBAND EASY ROSU BRICK  10CMX5 M,1,3476700125928,8819,45.00,Buc,0.00,ONDULINE,27.06.2013
4393,ONDUBAND EASY ROSU BRICK  5CMX3 M,1,9007767505695,9834,21.29,Buc,0.00,ONDULINE,21.10.2014
4394,ONDUBAND EASY ROSU BRICK 30CMX10M,1,9007767502656,9347,164.52,Buc,0.00,ONDULINE,26.02.2014
4395,ONDUBAND EASY TERACOTA   5CMX3 M,1,9007767505657,9514,21.00,Buc,0.00,ONDULINE,27.05.2014
4396,ONDUBAND EASY TERACOTA  10CMX3 M,1,9007767495354,8306,29.03,BUC,0.00,ONDULINE,02.11.2012
4397,ONDUBAND FLASHING PLUMB 15CMX5 M,1,9007767483610,6250,36.00,Buc,0.00,ONDULINE,21.07.2011
4398,ONDUBAND PRO  ROSU 10CMX10 M,1,3467670010871,8821,64.50,Buc,0.00,ONDULINE,27.06.2013
4399,ONDUBAND PRO  ROSU 10CMX5M,1,9007767523576,12877,25.00,Buc,0.00,ONDULINE,31.07.2018
4400,ONDUBAND PRO  ROSU 15CMX5M,1,9007767516400,11654,36.00,Buc,0.00,ONDULINE,06.12.2016
4401,ONDUBAND PRO  ROSU 30CMX10 M,1,9007767483160,6158,164.00,Buc,0.00,ONDULINE,20.06.2011
4402,ONDUBAND ROSU 30MMX10M,1,9007767526492,13295,121.00,Buc,0.00,ONDULINE,04.04.2019
4403,PLACA ONDUCLAIR D56-035 ONDULINE 95,1,9007767504582,9671,109.80,Buc,1.00,ONDULINE,07.08.2014
4404,PLACA ONDULINE CLASIC ROSU,1,9007767504209,9567,41.61,Buc,0.00,ONDULINE,19.06.2014
4405,PLACA ONDULINE ROSIE BASE+,1,9007767476421,5003,32.50,Buc,0.00,ONDULINE,17.08.2010
4406,PLACA ONDUVILLA 3 TONURI ROSU,1,9007767494661,5782,12.00,Buc,134.00,ONDULINE,18.04.2011
4407,PLACA ONDUVILLA 3 TONURI VERDE,1,9007767494692,7901,9.48,Buc,57.00,ONDULINE,01.09.2012
4408,PLACA ONDUVILLA 3 TONURI VERDE 3D,1,9007767494951,8263,9.39,Buc,0.00,ONDULINE,23.10.2012
4409,PLACA ONDUVILLA FIORENTINO 3D,1,9007767492629,7880,11.32,Buc,0.00,ONDULINE,22.08.2012
4410,PLACA ONDUVILLA NEGRU,1,9007767486741,6745,16.94,Buc,0.00,ONDULINE,07.11.2011
4411,PLACA ONDUVILLA ROSU CLASIC 3D,1,9007767493077,7991,11.13,Buc,0.00,ONDULINE,17.09.2012
4412,PLACA ONDUVILLA TERACOTA 3D,1,9007767492278,7822,12.00,Buc,0.00,ONDULINE,31.07.2012
4413,PLACA TRANSLUCIDA ALBICIOASA,1,9007767511252,10801,23.23,Buc,0.00,ONDULINE,10.09.2015
4414,SINDRILA BIT.SOLZI ROSU 3MP+,1,9007767483658,6253,77.42,PAC,0.00,ONDULINE,21.07.2011
4415,SOLUTIE PTR CURATAREA CLINCHERULUI C&P 1L,1,3467670025493,13024,24.00,BUC,0.00,ONDULINE,13.11.2018
4416,SOLUTIE PTR CURATAREA CLINCHERULUI C&P 5L,1,3467670025509,13025,71.00,BUC,0.00,ONDULINE,13.11.2018
4417,SOLUTIE PTR CURATAREA PAVAJELOR C&P 1L,1,3467670025523,13030,23.00,BUC,0.00,ONDULINE,13.11.2018
4418,SOLUTIE PTR CURATAREA PAVAJELOR C&P 5L,1,3467670025530,13031,66.00,BUC,0.00,ONDULINE,13.11.2018
4419,SOLUTIE PTR IMPREGNAREA CLINCHERULUI C&P 1L,1,3467670025585,13026,50.00,BUC,0.00,ONDULINE,13.11.2018
4420,SOLUTIE PTR PAVAJ ASPECT UMED C&P 1L,1,3467670025622,13027,55.00,BUC,0.00,ONDULINE,13.11.2018
4421,SOLUTIE PTR PAVAJ ASPECT UMED C&P 5L,1,3467670025639,13029,208.50,BUC,0.00,ONDULINE,13.11.2018
4422,SUBST. PTR IMPREGNAREA PAVALELOR C&P 1L,1,3467670025608,13034,32.50,BUC,0.00,ONDULINE,13.11.2018
4423,SUBST. PTR IMPREGNAREA PAVALELOR C&P 5L,1,3467670025615,13035,115.00,BUC,0.00,ONDULINE,13.11.2018
4424,SURUB UNIV.ONDILE ROSII,1,9007767505701,9835,0.34,BUC,0.00,ONDULINE,22.10.2014
4425,TERMINAL PLINTA 2.5,1,9007767484600,6409,3.87,Buc,0.00,PIRITEX SA,19.08.2011
